datetime,text,cleaned_text,sentiment,sentiment_value
2023-05-09 16:56:00+00:00,"@cbic_india @FinMinIndia @GSTinsights @TaxationUpdates TRN 242300116654TRN  In new #gst registration, If I tick on primary authorised signatory, mobile number gets automatically updated of another partner. Please look into the matter and resolve.",trn trn new registration tick primary authorised signatory mobile number gets automatically updated another partner please look matter resolve,Positive,0.6486
2023-05-09 17:24:00+00:00,"Gee We ve useless Income Tax,ED,CBI depts  including Directorate of Vigilance &Anti Corruption depts When common Public knows about Corruption in all Govt departments especially Revenue depts Is this DVAC & IT  CBI officials files single case against disproportionate incomes case",gee useless income taxedcbi depts including directorate vigilance anti corruption depts common public knows corruption govt departments especially revenue depts dvac cbi officials files single case disproportionate incomes case,Negative,-0.6249
2023-05-09 17:29:00+00:00,Gee Is it any person files case against disproportionate of Income against Govts Servants MLA MP's& Ministers With proper direction  through competent courts with impleading Income Tax CBI officials as parties After issuing Notices to the concerned departments Useless Opp Parties,gee person files case disproportionate income govts servants mla mps ministers proper direction competent courts impleading income tax cbi officials parties issuing notices concerned departments useless opp parties,Positive,0.5994
2023-05-09 17:35:00+00:00,"Registered Shops without a GST number and business name displayed at the main entrance may face penalties ranging from INR 50,000 to INR 5 lakhs. #matura2023 #PocoF5Series #tuesdayvibe #Eurovision",registered shops without gst number business name displayed main entrance may face penalties ranging inr inr lakhs,Negative,-0.0572
2023-05-09 18:40:00+00:00,Income tax Slab in 17th August 1945 #incometax @IncomeTaxIndia @nsitharaman #NIA @aajtak #1945_incometax_slab,income tax slab th august,Neutral,0.0
2023-05-10 01:01:00+00:00,Investing Idea & King Maker   a) Zomato B) Concor c ) Government Banks Shares as they heavily recapitalised  d) Heaving investment in budgets for  Roads leading to low icome yield getting jobs & pushing consumption upwards of north,investing idea king maker zomato b concor c government banks shares heavily recapitalised heaving investment budgets roads leading low icome yield getting jobs pushing consumption upwards north,Neutral,0.0258
2023-05-10 01:11:00+00:00,"Love wearing a perfume? Smell good, feel good with our 𝐓𝐡𝐞 𝐃𝐚𝐢𝐥𝐲 𝐄𝐬𝐬𝐞𝐧𝐜𝐢𝐚𝐥𝐬 𝐅𝐫𝐚𝐠𝐫𝐚𝐧𝐜𝐞𝐬-elegance perfume. Smell luxurious without breaking your budget💛",love wearing perfume smell good feel good 𝐓𝐡𝐞 𝐃𝐚𝐢𝐥𝐲 𝐄𝐬𝐬𝐞𝐧𝐜𝐢𝐚𝐥𝐬 𝐅𝐫𝐚𝐠𝐫𝐚𝐧𝐜𝐞𝐬elegance perfume smell luxurious without breaking budget💛,Positive,0.9349
2023-05-10 01:49:00+00:00,SESWS Training of trainers.  Opportunity to become a trainer in the skill development sector.  Limited Seats.  Course fee 1000/-plus GST.  Duration -Two months.  #TOT #trainingoftrainers #careeropportunities #skilldevelopment  Shivdevi educational and social welfare society,sesws training trainers opportunity become trainer skill development sector limited seats course fee plus gst duration two months shivdevi educational social welfare society,Positive,0.2263
2023-05-10 01:51:00+00:00,SESWS Training of trainers.  Opportunity to become a trainer in the skill development sector.  Limited Seats.  Course fee 1000/-plus GST.  Duration -Two months.  #TOT #trainingoftrainers #careeropportunities #skilldevelopment @ShivdeviESWS,sesws training trainers opportunity become trainer skill development sector limited seats course fee plus gst duration two months,Positive,0.2263
2023-05-10 02:32:00+00:00,❓What is your *NEET score??* ❓What is your *BUDGET??* Comment us what you are choosing *MBBS INDIA or MBBS ABROAD*❓ #MedicalStudents #NEET #NEET2023 #MedTwitter #NEETUG2023 #Students #medicaleducation #examination #medicine #MBBS https://piped.video/ebLlLmoN0uE,❓what neet score ❓what budget comment us choosing mbbs india mbbs abroad❓,Neutral,0.0
2023-05-10 03:24:00+00:00,They won't issue bill for toilet usage and therefore siphoning thousands Rs. of GST per day. Ref no. Com-CC-Wroom-HWH-OC-22 refers.,wont issue bill toilet usage therefore siphoning thousands rs gst per day ref comccwroomhwhoc refers,Neutral,0.0
2023-05-10 04:25:00+00:00,"PM Modi is not sending, it is the Indian government, which uses the money collected from each citizen by way of 18% gst, highly increased price of LPG, petrol/diesel, high revenue from income tax by not changing the slabs after 2014 and highly increased tolls etc. 😄",pm modi sending indian government uses money collected citizen way gst highly increased price lpg petroldiesel high revenue income tax changing slabs highly increased tolls etc 😄,Positive,0.8514
2023-05-10 05:05:00+00:00,"Income tax slab in 1945 , have a look ma'am @nsitharaman",income tax slab look maam,Neutral,0.0
2023-05-10 05:28:00+00:00,Exactly. US borrowing to meet the deficit is not similar to other countries who are borrowing dollar loans and running a deficit budget.,exactly us borrowing meet deficit similar countries borrowing dollar loans running deficit budget,Negative,-0.6597
2023-05-10 06:00:00+00:00,"@GST_Council : sir,GST certificate  issuing authority should issues Licence immediately (3 days) after verification Documents & Shops, we apply when we needs certificate,  why Authority Late issued?",sirgst certificate issuing authority issues licence immediately days verification documents shops apply needs certificate authority late issued,Positive,0.1531
2023-05-10 06:24:00+00:00,Important Income Tax Dates 2023.,important income tax dates,Positive,0.2023
2023-05-10 08:14:00+00:00,Officers from CBIC Wings of Central GST in Surat welcomed Citizens & Taxpayers at Azadi ka Amrit Mahotsav Cycle Rally event highlighting India's Unity In Diversity and importance of Health & Wellness.  GST Awareness was spread through #WePayGST message. #SGCCI,officers cbic wings central gst surat welcomed citizens taxpayers azadi ka amrit mahotsav cycle rally event highlighting indias unity diversity importance health wellness gst awareness spread message,Positive,0.7783
2023-05-10 09:30:00+00:00,Modi said GST will added 40% in Karnataka  #NoVoteToBJP,modi said gst added karnataka,Neutral,0.0
2023-05-10 09:43:00+00:00,Due date for opting for GST Rate for GTA #gst #gstupdate #GTA,due date opting gst rate gta,Neutral,0.0
2023-05-10 10:04:00+00:00,@BSNLCorporate I have been using BSNL fibre (plan 599+ GST). Last month requested to change tha plan to     499+ Gst but toady I have received the bill 1400. Please correct my bill.  Regards  Ashulesh singh Bsnl 0120-2978619 [email protected],using bsnl fibre plan gst last month requested change tha plan gst toady received bill please correct bill regards ashulesh singh bsnl email protected,Positive,0.6369
2023-05-10 10:36:00+00:00,Have You Done Your DIN KYC? GET IT DONE FROM US AVOID LATE FEES AND PENALTY  Learn More :- WWW.NGANDASSOCIATES.COM CALL FOR MORE INFO :- +91 8505999955 +917840071184  #businessregistration #gst #company #business #registration #startup #gstfiling #legal #ngandassociates,done din kyc get done us avoid late fees penalty learn call info,Negative,-0.6369
2023-05-10 10:45:00+00:00,But has helped govt in garnering more GST and more income tax. That's for sure. And Modi hails this as achievement!!!,helped govt garnering gst income tax thats sure modi hails achievement,Positive,0.3182
2023-05-10 10:48:00+00:00,4.2 service issue pending from last 6 months try to solve but its not solve Because don't know how solve this 5. No service in local city 6.customer not want home visit but u want earn with home visit charge 499+gst 7.custome not want ola care 3539 rs plan but force to buy plan,service issue pending last months try solve solve dont know solve service local city customer want home visit u want earn home visit charge gst custome want ola care rs plan force buy plan,Positive,0.7276
2023-05-10 10:52:00+00:00,8. If customer not bay ola care plan  Refuse to customer for service Want service then home visit service done and pay 499+ gst  if customer ready to visit service center if available don't wnat home visit Y i pay  9.when some sounds come from rear side break that time not change,customer bay ola care plan refuse customer service want service home visit service done pay gst customer ready visit service center available dont wnat home visit pay sounds come rear side break time change,Positive,0.4588
2023-05-10 10:59:00+00:00,Adhe Kadha !  Edho Tweet ki Reach Kosam Over Budget Chepthunnaru !,adhe kadha edho tweet ki reach kosam budget chepthunnaru,Neutral,0.0258
2023-05-10 11:19:00+00:00,"But suppose you were on a tight budget and wanted to keep your trip to the minimum number of days, 7-10 days are all that you really need to get the essentials covered in the academy if you use your time wisely. (12/16)",suppose tight budget wanted keep trip minimum number days days really need get essentials covered academy use time wisely,Positive,0.4767
2023-05-10 11:54:00+00:00,NISHDIN FLORA  1 & 2 BHK Budget Apartments  A world-class lifestyle and a prestigious accommodation in Apartments in Indore.  #Realty #Apartments #Reraapproved #Mp #Indore #1bhk #2bhk,nishdin flora bhk budget apartments worldclass lifestyle prestigious accommodation apartments indore,Neutral,0.0
2023-05-10 11:59:00+00:00,Now we useless Corrupt fascist Guys From Gujarat Doesn't knows anything about Simplicity Honesty or Economical Devps or Reforms like Great Ecomomist Dr Manmohan Singh Knows only Sucking Bloods of innocent Indians by levying huge Taxes on fuels GST on eatables high Tolls charges,useless corrupt fascist guys gujarat doesnt knows anything simplicity honesty economical devps reforms like great ecomomist dr manmohan singh knows sucking bloods innocent indians levying huge taxes fuels gst eatables high tolls charges,Positive,0.7184
2023-05-10 12:24:00+00:00,"The 10th National Congress of the China Photographers Association is held in BJ, May 9-11th. There is saying that the government does not support photography enough. but he budget for such a meeting, several hundreds delegaters from all over the country, is a large amount,",th national congress china photographers association held bj may th saying government support photography enough budget meeting several hundreds delegaters country large amount,Positive,0.4019
2023-05-10 14:13:00+00:00,Developing countries' budgets are being hit hard against the backdrop of narrowing market access and limited foreign aid. https://blogs.worldbank.org/voices/shaping-tomorrows-debt-restructuring-system/?cid=SHR_BlogSiteTweetable_EN_EXT via @worldbank @DavidMalpassWBG,developing countries budgets hit hard backdrop narrowing market access limited foreign aid via,Negative,-0.3182
2023-05-10 14:23:00+00:00,"I mean, it does have a few things going for it. People hadn't seen Saif Ali Khan in that character before. It also nailed down on a lot of stereotypes - however false - people love that shit. Also, it was a niche low budget film - one of the first of that genre too!",mean things going people hadnt seen saif ali khan character also nailed lot stereotypes however false people love shit also niche low budget film one first genre,Negative,-0.128
2023-05-10 14:28:00+00:00,Low budget Fancy dress competition....😝🍿 #funny #India #Trending,low budget fancy dress competition😝🍿,Negative,-0.2732
2023-05-10 14:32:00+00:00,So you pay 60% income tax compared to Tamilnadu people who pay only  30%,pay income tax compared tamilnadu people pay,Negative,-0.2023
2023-05-10 14:53:00+00:00,10salary with GST cut sir,salary gst cut sir,Negative,-0.2732
2023-05-10 15:45:00+00:00,"I have IT file, GST, MSME license, everything, I don't have my house, for this I am not able to get loan, you say that loan should be given, there is no place for the poor, it's just a matter",file gst msme license everything dont house able get loan say loan given place poor matter,Negative,-0.4588
2023-05-10 15:50:00+00:00,"Dear @rblbank / @Bajaj_Finserv  You dispatch a Credit Card (Super Card) even when I did not request.  Later, pester me to activate which I did not. Till date I have not acrivated & I don't want to.  Now you send me a bill for membership fee & GST for a card that is not activated?",dear dispatch credit card super card even request later pester activate till date acrivated dont want send bill membership fee gst card activated,Positive,0.835
2023-05-10 16:36:00+00:00,"A serviced apartment with good Feng Shui,kitchen situated in the right direction,the front door and the bed not directly in line with any water outlet,less than my current apartment,even if it's 5% off my budget.I will take the apartment. It has to be a 🚶‍♀️ distance to W",serviced apartment good feng shuikitchen situated right directionthe front door bed directly line water outletless current apartmenteven budgeti take apartment 🚶‍♀️ distance w,Positive,0.4404
2023-05-10 17:55:00+00:00,Low budget land for sale #ImranKhan #Eurovision2023 #JUNGKOOK #PakistanUnderSiege #Eurovision,low budget land sale,Negative,-0.2732
2023-05-10 18:10:00+00:00,Major income tax raids in nagpur persons having faced cases for dabba trading covered @TOI_Nagpur @timesofindia,major income tax raids nagpur persons faced cases dabba trading covered,Neutral,0.0
2023-05-10 18:20:00+00:00,"Based on the power conferred by sub rule 4 of rule 48 of  CGST rules 2017, on recommendation of the GST council, No.N. 13/2020 dated 21.3. 2020 is amended as  Limit of the said notification for issue of e invoice is reduced from 10 crore to 5 crores w.e.f 1st day of August 2023",based power conferred sub rule rule cgst rules recommendation gst council non dated amended limit said notification issue e invoice reduced crore crores wef st day august,Neutral,0.0
2023-05-10 19:23:00+00:00,@SEBI_India harassing normal investors.   all brokerage houses  asking investors to provide  -latest income tax returns - 6 month bank statements   - net worth certificate by chartered accountant.  In this age of linking of PAN and Aadhar why we need to submit all this details.,harassing normal investors brokerage houses asking investors provide latest income tax returns month bank statements net worth certificate chartered accountant age linking pan aadhar need submit details,Negative,-0.3818
2023-05-10 19:23:00+00:00,"Why should we disclose our income tax returns, bank balance to bank staff, brokers etc.   You have linked everything already. And this compliance won't stop illegal activities in these sectors.   Please leave alone common people from all this harakiri.",disclose income tax returns bank balance bank staff brokers etc linked everything already compliance wont stop illegal activities sectors please leave alone common people harakiri,Positive,0.601
2023-05-11 01:56:00+00:00,E invoicing will be applicable for taxpayers having AATO more than Rs 5 crores from 1st August 2023 #gst #einvoice #entrepreneur #Odisha #odishanews #business #latest #new #BusinessNews,e invoicing applicable taxpayers aato rs crores st august,Neutral,0.0
2023-05-11 02:30:00+00:00,"E-invoice limit decreased from 10cr to 5cr from 1st August, 2023.  #gst #gstupdates #tax",einvoice limit decreased cr cr st august,Neutral,0.0
2023-05-11 02:43:00+00:00,@IRCTCofficial @RailMinIndia @narendramodi Stop visiting for inaugurations and give south India railway budgets for the incompetence of the work issues. kaam badlo phir vote maango.,stop visiting inaugurations give south india railway budgets incompetence work issues kaam badlo phir vote maango,Negative,-0.6705
2023-05-11 02:56:00+00:00,E-invoice limit reduced from 10 crores to 5 crores from 01/08/2023 #GST #Einvoice #gstcollections #Gstamendments #CBIc #GSTupdate,einvoice limit reduced crores crores,Neutral,0.0
2023-05-11 03:04:00+00:00,E-invoice limit reduced from 10 crores to 5 crores from 01/08/2023 #GST #e-invoice #CGST #SGST #MASSMA  Info&Tech comm.,einvoice limit reduced crores crores invoice infotech comm,Neutral,0.0
2023-05-11 04:11:00+00:00,"The quality of seeds in RBK is so poor that, despite government subsidies, farmers are preferring to buy them in the black market at higher prices. #FarmersSufferingInAP",quality seeds rbk poor despite government subsidies farmers preferring buy black market higher prices,Negative,-0.4767
2023-05-11 04:14:00+00:00,"The Finance Minister of the state who said 62% of our economy is from agriculture, is yet to allocate a single rupee in the budget with the overall ecosystem in view. #FarmersSufferingInAP",finance minister state said economy agriculture yet allocate single rupee budget overall ecosystem view,Neutral,0.0
2023-05-11 05:27:00+00:00,Horticulture and farmers with fewer water resources faced problems as the government delayed the drip irrigation subsidies for 2 years due to the fund crunch. #FarmersSufferingInAP,horticulture farmers fewer water resources faced problems government delayed drip irrigation subsidies years due fund crunch,Negative,-0.5574
2023-05-11 05:29:00+00:00,@Infosys_GSTN @GST_Council @cbic_india @RajCMO  The application for revocation of GST registration is pending from 29th APR badly affecting the business. How to do business in Rajasthan??,application revocation gst registration pending th apr badly affecting business business rajasthan,Negative,-0.4767
2023-05-11 05:54:00+00:00,Trade is bit confused 😐  #EaseOfDoingBusiness OR #TeaseOfDoingBusiness!!! @cbic_india @askGST_GoI @GST_Council @nsitharamanoffc @theicai @barandbench @LiveLawIndia,trade bit confused 😐,Negative,-0.3182
2023-05-11 06:13:00+00:00,I would like to express my gratitude to @Sudhirhalakhndi for acknowledging our hard work in organizing #anant2023 #natcon in #bhilwara. His insightful ideas on the GST law and the CA profession will serve as a valuable reference for the younger generation of professionals.,would like express gratitude acknowledging hard work organizing insightful ideas gst law ca profession serve valuable reference younger generation professionals,Positive,0.8176
2023-05-11 06:52:00+00:00,Horticulture and farmers with fewer water resources faced problems as the government delayed the drip irrigation subsidies for 2 years du #FarmersSufferingInAP,horticulture farmers fewer water resources faced problems government delayed drip irrigation subsidies years du,Negative,-0.5574
2023-05-11 07:20:00+00:00,"Good afternoon sir, please announce a pension scheme for entrepreneurs who run companies for 25 years & in the end left with nothing. Not all but majority of us are left with nothing after contribution in the form of employment to 1000s  & in the form of vat, gst,IT etc",good afternoon sir please announce pension scheme entrepreneurs run companies years end left nothing majority us left nothing contribution form employment form vat gstit etc,Positive,0.6369
2023-05-11 07:27:00+00:00,"This is serious pressing problem, in Germany pension is paid to entrepreneurs considering ( # of years the company's existence, contribution in form of employment,taxes, VAT, GST etc. Why not india, we have policy of taking care of non contributors but not contributors to nation",serious pressing problem germany pension paid entrepreneurs considering years companys existence contribution form employmenttaxes vat gst etc india policy taking care non contributors contributors nation,Positive,0.0516
2023-05-11 08:16:00+00:00,Gee What to do about thisGuy Whether this Knows anything about Simplicity Honesty or Economical Devps or Reforms like Great Ecomomist DrManmohanSingh Great liar Nice Actor Telling stories lies to Public's  & sucking Bloods by levying huge Taxes on Gas Petrol dieselGST on eatables,gee thisguy whether knows anything simplicity honesty economical devps reforms like great ecomomist drmanmohansingh great liar nice actor telling stories lies publics sucking bloods levying huge taxes gas petrol dieselgst eatables,Positive,0.9169
2023-05-11 09:33:00+00:00,"@ANI @REDBOXINDIA @narendramodi @GST_Council @htTweets @menakadoshi @mybmc  Paying thru Zomato Carnival Offer, Hotel is asking compulsory to pay for Service Charge & not willing to remove it. Have attached bill too",paying thru zomato carnival offer hotel asking compulsory pay service charge willing remove attached bill,Negative,-0.1027
2023-05-11 10:51:00+00:00,"Remittances at record low, imports bit down but still 2 billions dollars of chocolate imports per annum, fiscal deficit keep rising,Pakistan has to pay 3.2 billions till next month end but we have more interest in political instability while IMF still abused that they not helping",remittances record low imports bit still billions dollars chocolate imports per annum fiscal deficit keep risingpakistan pay billions till next month end interest political instability imf still abused helping,Negative,-0.5106
2023-05-11 12:26:00+00:00,@MyIndusIndBank I regret to say that u have the poorest customer care service in the whole world with laziest of staff members that can't issue a GST summary statement after 1 month of complaint.@RBI,regret say u poorest customer care service whole world laziest staff members cant issue gst summary statement month complaint,Negative,-0.8402
2023-05-11 12:45:00+00:00,"Got reply from your side on 21 April which is shared wid u ,already wrote several times [email protected] still no resolution .Kindly provide me GST summary for the month of March that u have charged me @RBI",got reply side april shared wid u already wrote several times email protected still resolution kindly provide gst summary month march u charged,Positive,0.7717
2023-05-11 13:03:00+00:00,Jio 599 postpaid plan gst included or not?,jio postpaid plan gst included,Neutral,0.0
2023-05-11 14:22:00+00:00,"Oops, another burden on  Small & Medium Enterprise with E-invoicing limit reduced to 5 crores from 01-Aug-2023. #thresholdlimit #GST #B2B #B2G",oops another burden small medium enterprise einvoicing limit reduced crores aug,Negative,-0.4404
2023-05-11 16:49:00+00:00,"Indore real estate tip: Prioritize your needs! Make a list of must-haves and nice-to-haves in your ideal home. Focus on factors like size, layout, amenities, and budget. Don't compromise on the essentials, but be flexible on the extras. Find your perfect match in #Indore! 🏠💫",indore real estate tip prioritize needs make list musthaves nicetohaves ideal home focus factors like size layout amenities budget dont compromise essentials flexible extras find perfect match 🏠💫,Positive,0.7926
2023-05-11 16:57:00+00:00,What to do Gee Occupies this seats by telling lies stories Acting sounds Reality u r Zero Doesn't knows anything about Simplicity Honesty or Economical Devps or Reforms like Great Ecomomist Dr Manmohan Just using Religious sentiments looting Public money &Sucking bloods by Taxes,gee occupies seats telling lies stories acting sounds reality u r zero doesnt knows anything simplicity honesty economical devps reforms like great ecomomist dr manmohan using religious sentiments looting public money sucking bloods taxes,Positive,0.7906
2023-05-11 17:00:00+00:00,Our Pick pocket Co's  Knows only Sucking Bloods of innocent Indians by levying huge Taxes on Gas Petrol diesel GST on eatables and other commodities High Tolls charges Does not knows anything about Simplicity Honesty or Economical Devps or Reforms Spending Govt amounts lavishly,pick pocket cos knows sucking bloods innocent indians levying huge taxes gas petrol diesel gst eatables commodities high tolls charges knows anything simplicity honesty economical devps reforms spending govt amounts lavishly,Positive,0.7003
2023-05-11 17:06:00+00:00,Gee What; to sell remaining Natural resources PSU's Govt properties Airports Railways Ports Roads to Ambani & Adhani flys corporate Co's Or continue to sucks bloods of common Public by levying huge Taxes on Gas Petrol diesel GST on eatables & other commodities Useless Corrupt Guy,gee sell remaining natural resources psus govt properties airports railways ports roads ambani adhani flys corporate cos continue sucks bloods common public levying huge taxes gas petrol diesel gst eatables commodities useless corrupt guy,Negative,-0.128
2023-05-11 17:41:00+00:00,Gee What is the use 🤔 for common Public Is it any announcement regarding reducing Gas Petrol diesel prices or GST on eatables high Tolls Just gone to this state tries to divide Congress MLA's by using your Money and muscle power Since u Guys doesn't knows the values of Democracy,gee use 🤔 common public announcement regarding reducing gas petrol diesel prices gst eatables high tolls gone state tries divide congress mlas using money muscle power since u guys doesnt knows values democracy,Negative,-0.3089
2023-05-11 20:59:00+00:00,"Landmark Judgement by Karnataka High Court: Quashes 21000 crore demand of GST department on online gaming platform Gamescraft Technology..  https://dhunt.in/M1xdw Source : ""ADV ADITYA NARAYAN"" via Dailyhunt",landmark judgement karnataka high court quashes crore demand gst department online gaming platform gamescraft technology source adv aditya narayan via dailyhunt,Negative,-0.0516
2023-05-12 02:39:00+00:00,Are you an economist to understand? You are a communist & your idea is obsolete this days. Enough harm to Indian economy has been done by your party thro uninionbazi,economist understand communist idea obsolete days enough harm indian economy done party thro uninionbazi,Negative,-0.4588
2023-05-12 04:24:00+00:00,Need physical tickets for #CskvsKkr  Budget 4k. Dm if available #tickethelp #chennaiipl #csk #cskticket,need physical tickets budget k dm available,Neutral,0.0
2023-05-12 04:42:00+00:00,"As a voiceover artist, it's crucial to have a treated space or room. Whatever your budget, just do your research then consult with sound engineers and see what can work for you and potential clients.  #voiceover #voiceoverartist #voiceactor",voiceover artist crucial treated space room whatever budget research consult sound engineers see work potential clients,Neutral,0.0
2023-05-12 05:49:00+00:00,Baap level ki opening confirm  Emran Hashmi villian entry spent 10cr   Srk & salman fight with varineder Singh 35cr   350cr budget  62_65cr net 🔥🔥,baap level ki opening confirm emran hashmi villian entry spent cr srk salman fight varineder singh cr cr budget cr net 🔥🔥,Negative,-0.7506
2023-05-12 06:07:00+00:00,Casting cal Tamil movie project need good looking female lead required age 20 to 25 height 5.4 total 30 days shoot budget 3 lakhs interested mean send pics details 8925625336 share tis selected mean I ping u project details,casting cal tamil movie project need good looking female lead required age height total days shoot budget lakhs interested mean send pics details share tis selected mean ping u project details,Positive,0.6275
2023-05-12 06:46:00+00:00,"Nonsense, the education budget is being reduced.",nonsense education budget reduced,Negative,-0.4019
2023-05-12 07:05:00+00:00,How did you change anything? By reducing education budget and not hiring for central universities?? Nonsense all the time,change anything reducing education budget hiring central universities nonsense time,Negative,-0.4019
2023-05-12 07:08:00+00:00,"Pl ✍️ with data on development ur article is a note of sycophancy. Pl dare to speak on private investments, #Guwahati water supply projects, agri growth,Cap ex in the budget, revenue growth---media is glorifying HBS day n 🌙 no need of articl to extole his greatness",pl ✍️ data development ur article note sycophancy pl dare speak private investments water supply projects agri growthcap ex budget revenue growthmedia glorifying hbs day n 🌙 need articl extole greatness,Positive,0.5267
2023-05-12 07:13:00+00:00,"So for me the agencies which do opinion polls and exit polls, I wish them success, as it generates employment at the ground level. Each agency will have its own budget, criteria, source of funding. They will have their own metrics and sample size. In a competitive environment",agencies opinion polls exit polls wish success generates employment ground level agency budget criteria source funding metrics sample size competitive environment,Positive,0.7964
2023-05-12 07:13:00+00:00,Luxurious flat Latest designs Budget friendly 100% vastu   2bhk flat East and West facing 1055sft 4000 per sft AGANAMPUDI (Gajuwaka)  For more information S Shivani  8523890125 #EswariHomes #EswariGroup #realestate #flatsforsale #quality #Construction #vizag,luxurious flat latest designs budget friendly vastu bhk flat east west facing sft per sft aganampudi gajuwaka information shivani,Positive,0.4939
2023-05-12 07:43:00+00:00,Really Budget Best comfortable Brands #noise Smartwatch & #Boat Airpods #MadeInIndia Thank you #AmazonIndia #Smartwatch #boathead #IamAboathead #gonoise #noisefit,really budget best comfortable brands smartwatch airpods thank,Positive,0.8896
2023-05-12 08:58:00+00:00,"@vikramix hi, for your knowledge, a big budget fiction action thriller.",hi knowledge big budget fiction action thriller,Positive,0.1027
2023-05-12 09:18:00+00:00,Our founder/ partner Vajira Jayasooriya represented the Small Business Association of Australia at the 2023 Federal Budget Breakfast Event in Brisbane. The event was graced by many leaders in politics and business and many insightful discussions were had!  #australaccountants,founder partner vajira jayasooriya represented small business association australia federal budget breakfast event brisbane event graced many leaders politics business many insightful discussions,Positive,0.2263
2023-05-12 09:49:00+00:00,Blockbuster?? The budget for both parts is 450 cr. Has the movie (both parts) done business of over 500cr net. No. So how can you call it a blockbuster.,blockbuster budget parts cr movie parts done business cr net call blockbuster,Positive,0.8316
2023-05-12 09:58:00+00:00,Low budget villa in madurai contact:7418887602,low budget villa madurai contact,Negative,-0.2732
2023-05-12 10:48:00+00:00,"Most Indian gig posters really suck ass (except of a rare few exceptions) and this is much less to do with the skill of the designers themselves and more to do with venue / fest management having tacky taste, shit budgets and unrealistic timelines in denial of creative burnout.",indian gig posters really suck ass except rare exceptions much less skill designers venue fest management tacky taste shit budgets unrealistic timelines denial creative burnout,Negative,-0.8258
2023-05-12 11:15:00+00:00,The plight of poor home buyers like us seems to be never ending. Imagine hw a 1st time home buyer suffers for 17 LONG years after investing all his hard earned money in hope of owning a home in the booming Indian economy. What a shame to be trapped with no resolution!!,plight poor home buyers like us seems never ending imagine hw st time home buyer suffers long years investing hard earned money hope owning home booming indian economy shame trapped resolution,Negative,-0.8271
2023-05-12 11:16:00+00:00,Both are equally useless Corrupt Guys Doesn't knows anything about Simplicity Honesty or Economical Devps or Reforms Knows only Sucking Bloods of innocent Indians by levying huge Taxes in different names and Styles  So sad about Indian Economy 😢 and democracy,equally useless corrupt guys doesnt knows anything simplicity honesty economical devps reforms knows sucking bloods innocent indians levying huge taxes different names styles sad indian economy 😢 democracy,Negative,-0.2732
2023-05-12 11:41:00+00:00,"#TheKashmirFiles Budget- ₹18.50 Cr End of Week 1 - ₹97.30 (NBOC)  #TheKeralaStory Budget - ₹15.00 Cr End of Week 1 - ₹81.36 (NBOC)  Both #TKF & #TKS - 𝗠𝗘𝗚𝗔 𝗕𝗟𝗢𝗖𝗞𝗕𝗨𝗦𝗧𝗘𝗥  Two Movies With Limited Budget & Surrounded By Controversy, Managed to Find Audiences & Opened Eyes of Makers that you don't need Big Budget or Big Stars to Make A Movie Work at the Boxoffice. All you need is right subject which connects with the maximum no of people.",budget ₹ cr end week ₹ nboc budget ₹ cr end week ₹ nboc 𝗠𝗘𝗚𝗔 𝗕𝗟𝗢𝗖𝗞𝗕𝗨𝗦𝗧𝗘𝗥 two movies limited budget surrounded controversy managed find audiences opened eyes makers dont need big budget big stars make movie work boxoffice need right subject connects maximum people,Negative,-0.2263
2023-05-12 12:58:00+00:00,Commodities is pressure is Good for Indian Economy !! if so called Recession is being Talked about then Commodities can TANK further southwards,commodities pressure good indian economy called recession talked commodities tank southwards,Negative,-0.2732
2023-05-12 15:40:00+00:00,Incrise the Educational Budget.,incrise educational budget,Neutral,0.0
2023-05-12 18:01:00+00:00,There is a skill in making that choice that too within a budget. It is not choosing a team by rolling a dice.,skill making choice within budget choosing team rolling dice,Neutral,0.0
2023-05-12 20:04:00+00:00,"Mr President Biden Sir,  Brothers sisters and great  friends. Yes Biden Sir increased the VA's budget because too  many veterans could n't get appointments.   The MAGA Republican's budget would cut 30 million veterans health care adults.",mr president biden sir brothers sisters great friends yes biden sir increased vas budget many veterans could nt get appointments maga republicans budget would cut million veterans health care adults,Positive,0.9201
2023-05-12 20:05:00+00:00,"If I was not having a family, I would have picked Fronx. As a family man, I would trust my senses & will never pick MS in any segment. Sorry but that's true. If I was running tight on budget I would pick something like W6 XUV300 / Amaze / Altroz without a single thought.",family would picked fronx family man would trust senses never pick ms segment sorry thats true running tight budget would pick something like w xuv amaze altroz without single thought,Positive,0.8957
2023-05-13 02:46:00+00:00,I think u r saying reverse. L&T prices were with gst and meil prices are without gst.,think u r saying reverse lt prices gst meil prices without gst,Neutral,0.0
2023-05-13 05:02:00+00:00,I applied for a GST registration and a Query raised by the state authorities for the working capital and after my submission they reject my application for registration. I wonder why the office is asking for the working capital in GST regsitration @GST_Council @nsitharaman,applied gst registration query raised state authorities working capital submission reject application registration wonder office asking working capital gst regsitration,Negative,-0.4019
