datetime,text,cleaned_text,sentiment,sentiment_value
2021-06-02 09:51:00+00:00,Under construction⚒👷 . . . . . . . . . . #taxreturn #taxes #taxseason #tax #taxrefund #taxpreparer #incometax #accounting #bookkeeping #taxprofessional #accountant #smallbusiness #taxpreparation #business #money #finance #taxtime #entrepreneur #taxplanning #IRS @wisetaxfiler,construction⚒👷,Neutral,0.0
2021-06-02 10:30:00+00:00,SC asks Centre to clarify how the 35000 crores earmarked in the Union budget for procuring vaccines have been spent so far and why they cannot be utilized for vaccinating persons aged 18-44 years.,sc asks centre clarify crores earmarked union budget procuring vaccines spent far cannot utilized vaccinating persons aged years,Neutral,0.0
2021-06-02 11:04:00+00:00,"Rahulji,  Are you not hiding your:  British citizenship?  income tax?  MoU with the Chinese?  Whether you are vaccinated or not?  Come clean Rahul ji!",rahulji hiding british citizenship income tax mou chinese whether vaccinated come clean rahul ji,Positive,0.128
2021-06-02 12:58:00+00:00,Look at this way  Suppose your monthly car fuel bill is 5k   -Annual Fuel Bill = 60k Of which Taxes = 38k  So If your taxable salary is 6 lakhs a year - you pay 33k as income tax  Hence you end up paying more indirect tax than income tax,look way suppose monthly car fuel bill k annual fuel bill k taxes k taxable salary lakhs year pay k income tax hence end paying indirect tax income tax,Negative,-0.1027
2021-06-02 13:18:00+00:00,#Tax_Reforms_2021 1. Tax On Basis Of NIC  2. Tax from  a) Industry b) Shops c) Vendor d) Private Transport Govt Tickets e) Private_ Hostel to Register f) Farms g) Sunday Bazaar 24/7 for Farmers direct approach. h) Tickets  No tax Solid Liquid waste recycling. @FinMinistryPak,tax basis nic tax industry b shops c vendor private transport govt tickets e private hostel register f farms g sunday bazaar farmers direct approach h tickets tax solid liquid waste recycling,Negative,-0.296
2021-06-02 13:59:00+00:00,"They are saying there is economic activity, GST and personal income tax is at its peak, petroleum revenue is at its zenith than why the government is borrowing and selling everything.  Ominous situation.",saying economic activity gst personal income tax peak petroleum revenue zenith government borrowing selling everything ominous situation,Negative,-0.34
2021-06-02 17:38:00+00:00,Perfect response. I don't owe these farmers anything. Dr. Vishwas may grow his own produce. I don't. However I PAY for what I eat as well as pay taxes - direct & indirect which pay for subsidies.,perfect response dont owe farmers anything dr vishwas may grow produce dont however pay eat well pay taxes direct indirect pay subsidies,Positive,0.6481
2021-06-02 17:39:00+00:00,"The Income Tax Department in Dibrugarh, Assam, organised a vaccination camp on 31.05.2021, for the Staff and their family members in which 110 people got the 1st dose of the vaccine.   Thank you @nhm_assam @NHMDibrugarh for the camp. 🙏  @IncomeTaxNER @IRSAssociation",income tax department dibrugarh assam organised vaccination camp staff family members people got st dose vaccine thank camp 🙏,Positive,0.3612
2021-06-03 00:31:00+00:00,Budget Roshan,budget roshan,Neutral,0.0
2021-06-03 01:29:00+00:00,"@DefenceMinIndia, @PMOIndia  Defence Equipment purchased in India should be exempted from GST. This tax unnecessarily reduces defence budget and reduces indian defence preparation in this war time with China and Pakistan",defence equipment purchased india exempted gst tax unnecessarily reduces defence budget reduces indian defence preparation war time china pakistan,Negative,-0.4019
2021-06-03 01:30:00+00:00,The socialist India strongly appeals the RSS lead Bjp Govt to provide free Vaccination to Indian Coronavirus patients and their families who are suffering from the Coronavirus dedliness Let the central Govt make use of Rs 35 000/ crores allocated in the 2021 budget immediately.,socialist india strongly appeals rss lead bjp govt provide free vaccination indian coronavirus patients families suffering coronavirus dedliness let central govt make use rs crores allocated budget immediately,Positive,0.3182
2021-06-03 01:59:00+00:00,"Got a spare 20k thb from my May budget, do I buy Crypto or a few bottles of nice whisky and Gins?   Today's ultimate decision.",got spare k thb may budget buy crypto bottles nice whisky gins todays ultimate decision,Positive,0.4215
2021-06-03 02:21:00+00:00,"Human life line blood, countries life line income tax! The world watching how American rule of law get Trump in big tax paying law suit? This lesson for all tax payers who neglect to remit tax return to inland revenue board. Tax for infrastructure improvement, health & Education",human life line blood countries life line income tax world watching american rule law get trump big tax paying law suit lesson tax payers neglect remit tax return inland revenue board tax infrastructure improvement health education,Neutral,0.0
2021-06-03 03:12:00+00:00,"The Income Tax Appellate Tribunal (ITAT), Pune Bench while held that mere Non-Submission of E-TDS Statements is just a procedural lapse if no loss is caused to the revenue and amounts were remitted on time. Penalty cannot be levied  taxscan.in/mere-non-submissi…",income tax appellate tribunal itat pune bench held mere nonsubmission etds statements procedural lapse loss caused revenue amounts remitted time penalty cannot levied taxscaninmerenonsubmissi…,Negative,-0.6486
2021-06-03 03:18:00+00:00,".@timesofindia  .@narendramodi .@drharshvardhan The day is not far when SC will make finance budget , monetary and fiscal policies , if not reined in. Government should act to control and plug in the loopholes by experts. #vaccine #SupremeCourt https://timesofindia.indiatimes.com/india/centres-paid-vaccination-policy-for-18-45-years-age-group-arbitrary-irrational-says-sc/articleshow/83172112.cms",day far sc make finance budget monetary fiscal policies reined government act control plug loopholes experts,Neutral,0.0
2021-06-03 03:19:00+00:00,".@TimesNowWorld .@BJP4India .@narendramodi .@drharshvardhan The day is not far when SC will start making, finance budget , monetary and fiscal policies  Covid vaccine: Supreme Court pulls up Centre on Covid vaccination policy",day far sc start making finance budget monetary fiscal policies covid vaccine supreme court pulls centre covid vaccination policy,Positive,0.5574
2021-06-03 03:26:00+00:00,"I fail to understand why is govt delaying #vaccine order. Govt had announced 35000 cr for covid #vaccine in the budget , so the money is not an issue.   Only thing that may be preventing the #vaccine orders is corruption i.e greed for commission from manufacturer.",fail understand govt delaying order govt announced cr covid budget money issue thing may preventing orders corruption ie greed commission manufacturer,Negative,-0.743
2021-06-03 03:26:00+00:00,"Sir , if the government is governing, SC would not need to intervene.  If government has allocated a budget for vaccination, i as a citizen need to know why it is not being used.   If the government is not telling me then courts should ask the government.",sir government governing sc would need intervene government allocated budget vaccination citizen need know used government telling courts ask government,Neutral,0.0
2021-06-03 03:35:00+00:00,"Paying income taxes, GST and others to the Govt, but vaccine is rare. Hopefully the think tank of Govt and NITI Ayog may predict the 3rd wave. @ItsYourDev",paying income taxes gst others govt vaccine rare hopefully think tank govt niti ayog may predict rd wave,Positive,0.4019
2021-06-03 03:44:00+00:00,@TeamSP_Official @Shehzad_Ind @MahimaShastri @abbas_nighat @BWasHere #EaseOfLiving Filing of income tax returns has been simplified by the Modi Government. Find out how the pre-filled ITR forms and quick refunds have made the entire process hassle-free on https://bit.ly/2S5GjMn,filing income tax returns simplified modi government find prefilled itr forms quick refunds made entire process hasslefree,Neutral,0.0
2021-06-03 03:47:00+00:00,@TeamSP_Official @Shehzad_Ind @MahimaShastri @abbas_nighat @BWasHere #EaseOfLiving The deadline to file income tax returns was extended multiple times and pushed even to the next calendar year. Various compliance-related actions and deadlines have also been extended.,deadline file income tax returns extended multiple times pushed even next calendar year various compliancerelated actions deadlines also extended,Neutral,0.0
2021-06-03 03:52:00+00:00,"Modi government spentRs 2,250Crores on buying ventilators.Why aren't they working?Defunct ventilators. Is there ANYTHING that govt can buy good brand from good companies. Tax,donations wasted. Health system collapsed.What happens to Crores of annual budget https://scroll.in/article/996384/modi-government-spent-rs-2250-crore-on-buying-ventilators-why-arent-they-working",modi government spentrs crores buying ventilatorswhy arent workingdefunct ventilators anything govt buy good brand good companies taxdonations wasted health system collapsedwhat happens crores annual budget,Positive,0.3818
2021-06-03 04:01:00+00:00,My income tax return,income tax return,Neutral,0.0
2021-06-03 04:10:00+00:00,Tax Guy: Deferring taxable income is usually a good idea — but here's how it can backfire dlvr.it/S0ybRT #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,tax guy deferring taxable income usually good idea — heres backfire dlvritsybrt,Positive,0.296
2021-06-03 04:10:00+00:00,Tax Guy: Deferring taxable income is usually a good idea — but here's how it can backfire dlvr.it/S0ybQr #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,tax guy deferring taxable income usually good idea — heres backfire dlvritsybqr,Positive,0.296
2021-06-03 04:11:00+00:00,"The income tax department is launching a new e-filing portal (incometax.gov.in) on June 7, 2021, and the existing portal, incometaxindiaefiling.gov.in, will not be available from June 1 to June 6.",income tax department launching new efiling portal incometaxgovin june existing portal incometaxindiaefilinggovin available june june,Neutral,0.0
2021-06-03 04:16:00+00:00,Under the visionary and dynamic leadership of Honorable Minister Taimur Khan Jhagra the Province will present its historical budget of Rs.One Trillion it's not just a figure rather backed up by a lot of reforms .,visionary dynamic leadership honorable minister taimur khan jhagra province present historical budget rsone trillion figure rather backed lot reforms,Positive,0.8625
2021-06-03 05:41:00+00:00,"As China pushes for a 3-child policy, Indian income tax laws favour only 2 kids per family https://www.moneycontrol.com/news/business/personal-finance/as-china-pushes-for-a-3-child-policy-indian-income-tax-laws-favour-only-2-kids-per-family-6981501.html",china pushes child policy indian income tax laws favour kids per family,Positive,0.4404
2021-06-03 05:57:00+00:00,Bangladesh National Budget 2021-22: Expectations from budget https://www.thedailystar.net/business/news/expectations-budget-2103945,bangladesh national budget expectations budget,Neutral,0.0
2021-06-03 06:08:00+00:00,Hello sir I want buy a car my budget of 11 lakh low running suggest me better option scross ciaz kia sonet or venue,hello sir want buy car budget lakh low running suggest better option scross ciaz kia sonet venue,Negative,-0.4767
2021-06-03 06:14:00+00:00,"Govt no need to give any packages to citizens instead abolishing income tax and  road tax for next 6 months , this will be a good gift to middle class.",govt need give packages citizens instead abolishing income tax road tax next months good gift middle class,Positive,0.7003
2021-06-03 06:27:00+00:00,"Last year 20,000/- lac crores package. This FY 35,000/- crores  central government budget ??? Is this also jumla / fooling. Court should pull  finance Ministery and health Ministry",last year lac crores package fy crores central government budget also jumla fooling court pull finance ministery health ministry,Negative,-0.4019
2021-06-03 06:41:00+00:00,"NDA has huge oil bounty, they could skip big subsidies, could collect oil taxes (rough calculation above Rs 10 Trillions in 7 years which UPA did not have NDA could increase petrol tax from Rs 9.48 to Rs 33.15 and diesel from Rs 3.56 to Rs 31.83 per litre). 2/4",nda huge oil bounty could skip big subsidies could collect oil taxes rough calculation rs trillions years upa nda could increase petrol tax rs rs diesel rs rs per litre,Positive,0.5574
2021-06-03 06:44:00+00:00,"Last 5 years they got huge Rs 4.13 Trillions from #RBI as well If NDA wants to make #India a US$5 Trill #Economy, then they need to take #Economy seriously, get the right people to do the job. The #credit growth during NDA also low and fell to 5% Mar 2007 India #budget size",last years got huge rs trillions well nda wants make us trill need take seriously get right people job growth nda also low fell mar india size,Positive,0.4939
2021-06-03 07:23:00+00:00,"Do you know that NASA also doesn't do maintenance that much for space equipment, so what these MSEB engeneers to every Thursday...  @narendramodi @nsitharaman Why you think we should pay 30% income tax sincerely if we don't get 24x7 electricity and many basic needs.",know nasa also doesnt maintenance much space equipment mseb engeneers every thursday think pay income tax sincerely dont get x electricity many basic needs,Positive,0.4019
2021-06-03 07:58:00+00:00,"@vkjourno Rti information regarding covid vaccine The Union Budget 2021-22 provides for Rs. 35,000 crore for COVID-19 Vaccination out of this Rs. 4488.75 crore has been released to the HLL Lifecare Limited (Procurement Agency for MoHFW) till date towards vaccine procurement(1/1).",rti information regarding covid vaccine union budget provides rs crore covid vaccination rs crore released hll lifecare limited procurement agency mohfw till date towards vaccine procurement,Negative,-0.2263
2021-06-03 08:43:00+00:00,"Cancel all future Fast & Furious films, and as much as extensively possible, erase any trace of all F&F films after 5.  Oh and repurpose parts of the freed up budgets towards more shows like the Office, Parks and Rec, 80 Rock and invest in POC creators.",cancel future fast furious films much extensively possible erase trace ff films oh repurpose parts freed budgets towards shows like office parks rec rock invest poc creators,Positive,0.3182
2021-06-03 09:03:00+00:00,Budget cuts more likely,budget cuts likely,Negative,-0.296
2021-06-03 09:45:00+00:00,@IncomeTaxIndia  My father's Pan Card link with another unknown aadhar without acknowledge himself. What can I do for solve it.  I have visited many times in our local income tax department but they didn't help me 😔😔.,fathers pan card link another unknown aadhar without acknowledge solve visited many times local income tax department didnt help 😔😔,Negative,-0.416
2021-06-03 09:46:00+00:00,This special allowance should also merge in basic in budget like DRA of Federal. If it doesn't then Punjab Government betrayed us.,special allowance also merge basic budget like dra federal doesnt punjab government betrayed us,Positive,0.8136
2021-06-03 10:05:00+00:00,@InfinixIndia Hy Iam Nikhil you are lounches best smartphones your all smartphone is best I request you to please lounch  low budget 5g  phone as soon as possible please,hy iam nikhil lounches best smartphones smartphone best request please lounch low budget g phone soon possible please,Positive,0.8979
2021-06-03 10:49:00+00:00,Karnataka Sarige is budget buses and is way more comfortable than any other state road transport.,karnataka sarige budget buses way comfortable state road transport,Positive,0.5106
2021-06-03 11:07:00+00:00,Sindh Government complete a lot of infrastructure projects As per budget given to it but the given budget is not so that infrastructure become good in whole Sindh. Because Centre does not wants that Sindh become modernize. #Rising_PSF,sindh government complete lot infrastructure projects per budget given given budget infrastructure become good whole sindh centre wants sindh become modernize,Positive,0.4404
2021-06-03 11:08:00+00:00,@ImranKhanPTI Prime Minister of Pakistan should take action and order ti increase Pension in budget 2021.2022. #APPA ALL PAKISTAN PENSIONERS ASSOCIATION.,prime minister pakistan take action order ti increase pension budget pakistan pensioners association,Positive,0.3182
2021-06-03 11:12:00+00:00,Suggest me a Phn Which can record videos in 4k @ 60fps ... Jitna minimum budget Hoga utna Accha #askruhez,suggest phn record videos k fps jitna minimum budget hoga utna accha,Neutral,0.0
2021-06-03 11:38:00+00:00,"Bangladesh 2021-2022 financial year budget is 6,03,681 crore TK.  A healthy budget......",bangladesh financial year budget crore tk healthy budget,Positive,0.4019
2021-06-03 13:42:00+00:00,Why were oxygen plants not installed ? You had the budget allocated. Where are your Mohalla clinics ?,oxygen plants installed budget allocated mohalla clinics,Neutral,0.0
2021-06-03 14:48:00+00:00,How to grow lotus at home @ low budget? Make a 7 feet deep RCC well. Can use 5 concrete rings. Seal the bottom with cement plaster.  Fill the bottom with 3 feet fertile soil layer.Plant lotus roots and fill it with water. Now wait till it's season to bloom.(U can choose size),grow lotus home low budget make feet deep rcc well use concrete rings seal bottom cement plaster fill bottom feet fertile soil layerplant lotus roots fill water wait till season bloomu choose size,Neutral,0.0
2021-06-03 15:00:00+00:00,Budget: Govt may reduce taxes on imported and locally assembled cars of up to 800cc,budget govt may reduce taxes imported locally assembled cars cc,Neutral,0.0
2021-06-03 15:14:00+00:00,@PiyushGoyal ji and @nitin_gadkari ji I urge you to amend #MSME registration process for our #Wholesalers and #Traders and try to get them registered under #MSME so that they can too avail various encouraging schemes and  subsidies offered by gov for rebuilding thr enterprise.,ji ji urge amend registration process try get registered avail various encouraging schemes subsidies offered gov rebuilding thr enterprise,Positive,0.5267
2021-06-03 16:08:00+00:00,"Once I start working ... then there is no income, no tax ... (what) no income tax   DECADE OF BLOCKBUSTER READY",start working income tax income tax decade blockbuster ready,Positive,0.7506
2021-06-03 16:10:00+00:00,"The second budget of the Coronavirus (Covid-19) epidemic in the fiscal year 2021-2022.  In this budget of Tk.  This is the largest budget in the history of the country in terms of size.   Thank you, Hon'ble Prime Minister.  @albd1971 @gsajmnasiruddin",second budget coronavirus covid epidemic fiscal year budget tk largest budget history country terms size thank honble prime minister,Positive,0.3612
2021-06-03 16:42:00+00:00,"the nominations received from field offices. Attended by Chief Program Manager RSU-SELD, DG M&E, Additional Secretary Schools, DG #PDR, Director Schools Hyderabad, Director #DCAR, Dy. Secretary #PDF and SO Budget #SELD. Matter was discussed in detail and performance indicators",nominations received field offices attended chief program manager rsuseld dg additional secretary schools dg director schools hyderabad director dy secretary budget matter discussed detail performance indicators,Neutral,0.0258
2021-06-03 16:47:00+00:00,"Principal Director General of income Tax india,: it is beseeched to conduct Income tax raids on all former,present Chief ministers and Cabint ministers former,/present in india on top priority basis,as V.p singh administration .",principal director general income tax india beseeched conduct income tax raids formerpresent chief ministers cabint ministers formerpresent india top priority basisas vp singh administration,Positive,0.2023
2021-06-03 17:35:00+00:00,"Every body is trying to guess whether or not the Budget shall be ""Awam Dost"" ? It may not be anybody's Dost but yes , surely it will be Parliamentarians Dost because they are being paid ( not bribed) 92 Billion Rupees in the name of development fund just to pass the Budget?",every body trying guess whether budget shall awam dost may anybodys dost yes surely parliamentarians dost paid bribed billion rupees name development fund pass budget,Positive,0.6808
2021-06-03 17:41:00+00:00,Still I pay the bloody income tax every year.,still pay bloody income tax every year,Negative,-0.5106
2021-06-03 18:38:00+00:00,Will there be Accountability and will Income Tax be involved,accountability income tax involved,Neutral,0.0
2021-06-03 18:39:00+00:00,"@shaukat_tarin Is this appropriate to disclose budget  insights  before discussing this in Parliament, Cabinet etc. It means you are giving alert to Hoarding Mafia, Stockists. If you are keen then these should  be discussed in Joint Media session rather then a TV show #Budget2021",appropriate disclose budget insights discussing parliament cabinet etc means giving alert hoarding mafia stockists keen discussed joint media session rather tv show,Positive,0.7269
2021-06-03 20:08:00+00:00,"The Government of #Bangladesh has set an allocation of Tk25,124.98 crore, which is 7.26% of the total budget to 25 ministries for preventing the adverse impacts of climate-induced hazards and for #adaptation and #mitigation for FY2021-22 national budget. https://www.tbsnews.net/economy/budget/tk25125-cr-proposed-tackle-climate-crisis-255337?fbclid=IwAR2PTwoyTY1wx_MPmu3nGo5z6F66bd94NxGISjaG-9cUgZ1N3g6QQ9-_39M#.YLjFwU4edA0.facebook",government set allocation tk crore total budget ministries preventing adverse impacts climateinduced hazards fy national budget,Negative,-0.4336
2021-06-05 01:28:00+00:00,"Kerala revised budget lays emphasis on healthcare, elevates public spending    https://www.financialexpress.com/economy/keralas-revised-budget-lays-emphasis-on-healthcare-elevated-public-spending/2265334/",kerala revised budget lays emphasis healthcare elevates public spending,Neutral,0.0
2021-06-05 03:46:00+00:00,"Gold smugglers revice budget ,solar scam party questions it  https://www.republicworld.com/india-news/politics/revised-kerala-budget-congress-says-left-govt-destroyed-budgets-sanctity-bjp-let-down.html",gold smugglers revice budget solar scam party questions,Negative,-0.5267
2021-06-05 03:49:00+00:00,"@honeybeenetwork @Anamikardey @chetanvpatel @giangujarat @SRISTIORG @CSIR_IND let us conserve & restore #biodiversity in every campus, city, village & paint biodiversity  status report on wall, water budget on wall  @moefcc @CMOGuj",let us conserve restore every campus city village paint biodiversity status report wall water budget wall,Positive,0.296
2021-06-05 04:10:00+00:00,"It is not just the GDP but disposable income, capacity utilisation, exports and labour participation rates also which have declined. We are worse off than in 2014. What has gone up are indirect taxes......  @sonaliranade https://www.nationalheraldindia.com/india/the-poor-and-the-middle-class-taxed-like-never-before-by-the-56-inch-economy",gdp disposable income capacity utilisation exports labour participation rates also declined worse gone indirect taxes,Negative,-0.4767
2021-06-05 04:44:00+00:00,Can a company be singled out that would have grown ethically? State in all its wisdom could legislate where by Addl Tax be levied beyond such income limit?,company singled would grown ethically state wisdom could legislate addl tax levied beyond income limit,Positive,0.5267
2021-06-05 04:52:00+00:00,@8ap   I am a fan of @TrakinTech channel   Please suggest a budget action camera for making under water videos.   I have a boot strapped travel company @WanderWomaniya_ for which I need to make videos.   #actioncamera #wanderwomaniya,fan channel please suggest budget action camera making water videos boot strapped travel company need make videos,Positive,0.5574
2021-06-05 05:09:00+00:00,"Dear @petaindia what you do other than propoganda , you have huge budget but I never see you on ground to save a single animal not even I saw a single selter house for animal made by peta . Their brand ambassadors are not vegan nor their employees.  #dorealpeta",dear propoganda huge budget never see ground save single animal even saw single selter house animal made peta brand ambassadors vegan employees,Positive,0.312
2021-06-05 07:08:00+00:00,"@prasanta_MLA Sir, I found this on Facebook. If budget is allocated and available, may I request you to please consider this.  #salipur #permanentbusstop #development #votersdemand",sir found facebook budget allocated available may request please consider,Positive,0.3182
2021-06-05 07:27:00+00:00,"Hi minister @Khairykj, as one of the boss who pay your salary from our income tax, might to share the details of 70m spent? Pls bear in mind that you are serving us, not @MuhyiddinYassin . We do care of our money, thanks.",hi minister one boss pay salary income tax might share details spent pls bear mind serving us care money thanks,Positive,0.802
2021-06-05 08:05:00+00:00,"I unconditionally tell Shehbaz front of the media that all the members of the PPP will be in your support regarding the parliament and in spite of the displeasure of some members of the PML-N in this forthcoming budget, the PPP Party members will come and vote #مہنگا_نیا_پاکستان",unconditionally tell shehbaz front media members ppp support regarding parliament spite displeasure members pmln forthcoming budget ppp party members come vote,Positive,0.25
2021-06-05 08:18:00+00:00,"@narendramodi  If you have 56"" Chest,then why are you not disclosing where the money is used allocated in budget amounting to Rs. 36,000 Cr and why are you not disclosing the amount received in PM Cares Fund and application of funds. It's not your party fund shame on you.",chestthen disclosing money used allocated budget amounting rs cr disclosing amount received pm cares fund application funds party fund shame,Positive,0.3818
2021-06-05 08:35:00+00:00,Attention......Register your DSC on new Income Tax Portal,attentionregister dsc new income tax portal,Neutral,0.0
2021-06-05 08:44:00+00:00,It was before youtube channel   2017 Budget,youtube channel budget,Neutral,0.0
2021-06-05 08:52:00+00:00,"Yesterday was the Kerala budget. The Travencore Devaswam board is desperate for finances to, around 120 temples. This is due to the reverses happened in sabarimala. But the present government has ignored the plea of the Board. Are Jihadist groups gripping the current regime.?",yesterday kerala budget travencore devaswam board desperate finances around temples due reverses happened sabarimala present government ignored plea board jihadist groups gripping current regime,Negative,-0.5574
2021-06-05 08:55:00+00:00,"Please join for a program on ""Is DCF the only method for valuation of Shares under Income Tax Act?"" tommarow i.e. Sunday, 6.6.21 from 11AM to 1PM at https://live.icai.org/vsb/vcm/06062021/ organised by VSB of ICAI. 2 Structured CPE hours would be granted too for which please register in advance",please join program dcf method valuation shares income tax act tommarow ie sunday pm organised vsb icai structured cpe hours would granted please register advance,Positive,0.8402
2021-06-05 09:11:00+00:00,Seeing ths middle class buying power electric vehicle should be incorporated with small cars also with budget around 3 Lac for more green by this class segment,seeing ths middle class buying power electric vehicle incorporated small cars also budget around lac green class segment,Neutral,0.0
2021-06-05 09:19:00+00:00,check his Jan tweets.  He said govt shud not budget for vaccination and there is no use of masks 🤦,check jan tweets said govt shud budget vaccination use masks 🤦,Neutral,0.0
2021-06-05 09:38:00+00:00,Basta may budget diba why not,basta may budget diba,Neutral,0.0
2021-06-05 10:35:00+00:00,Sir Schools and Colleges go through thorough Income Tax scrutiny and CA Audit also take place on regular interval. Moreover by Not for Profit status means major portion of venture needs to be reinvested in same venture.,sir schools colleges go thorough income tax scrutiny ca audit also take place regular interval moreover profit status means major portion venture needs reinvested venture,Positive,0.4404
2021-06-05 11:58:00+00:00,#BillionCorruPTIonChairman PPP *Bilawal bhutto Zardari* rejects the IMF budget being prepared by the PTI Government in consultation with IMF as announced by them.  @BBhuttoZardari #BillionCorruPTIon,ppp bilawal bhutto zardari rejects imf budget prepared pti government consultation imf announced,Negative,-0.3182
2021-06-05 12:10:00+00:00,You can follow me to enquire the price if you want... i hope he quotes an affordable price to your budget,follow enquire price want hope quotes affordable price budget,Positive,0.4939
2021-06-05 12:24:00+00:00,International hotel in Jogeshwari in budget,international hotel jogeshwari budget,Neutral,0.0
2021-06-05 12:26:00+00:00,The IT laws shud be such that income tax department can be wound up,laws shud income tax department wound,Neutral,0.0
2021-06-05 12:47:00+00:00,"Proposed budget for a ""growing', 'middle-income' #Bangladesh amid #Covid19",proposed budget growing middleincome amid,Positive,0.1779
2021-06-05 13:53:00+00:00,My anxiety is through the roof thinking about what the @KElectricPk bill is going to be. Every single person I know has had their entire household budget shattered.,anxiety roof thinking bill going every single person know entire household budget shattered,Negative,-0.5859
2021-06-05 14:09:00+00:00,"A bit tight on the budget, but want to do a destination wedding? These five destinations across the country will do justice to your pocket yet make your wedding a grand remembrance.  #weddingdecor #photographer #couple #birthday #destinationwedding #bodas #beauty #bridesmaids",bit tight budget want destination wedding five destinations across country justice pocket yet make wedding grand remembrance,Positive,0.7717
2021-06-05 14:17:00+00:00,"People who oppose GST, tax on petroleum products , income tax are demanding Free universal mass vaccination.  They don't remember Manmohan Singh words पैसे पेड़ पर नहीं लगते।",people oppose gst tax petroleum products income tax demanding free universal mass vaccination dont remember manmohan singh words पैसे पेड़ पर नहीं लगते।,Positive,0.34
2021-06-05 14:59:00+00:00,"Budget 2021-2022   Government has proposed to allocate  Tk 10,000 crore to fulfil  the emergency requirements  to combat the Covid-19 pandemic",budget government proposed allocate tk crore fulfil emergency requirements combat covid pandemic,Negative,-0.6124
2021-06-05 15:48:00+00:00,"I am eagerly awaiting for TN budget for the first time only because you are going to read it out. I request you to introduce the concept of Green GSDP in this budget, let TN be the forerunner and may u set the first foot. Environment and Economy should grow together !",eagerly awaiting tn budget first time going read request introduce concept green gsdp budget let tn forerunner may u set first foot environment economy grow together,Positive,0.3818
2021-06-05 16:35:00+00:00,All U need to know about #Exports & #Refund under GST!  #online #importexport #importexportbusiness #IGSTREFUND #pendingIGST #businessowner #MSME #manufacturers #India #Taxmanager #director #CEO #INCOMETAX #SAVETAX #Mumbai #Business #inshot #finance #happy #company #taxnews,u need know gst,Neutral,0.0
2021-06-05 16:36:00+00:00,https://m.facebook.com/story.php?story_fbid=2875967879312016&id=100006964951992&sfnsn=wiwspmo #Dont fool people now by selling everything and saying we don't have budget for social welfare works for people #DScong,fool people selling everything saying dont budget social welfare works people,Negative,-0.4404
2021-06-05 17:27:00+00:00,"States are not being given their share in GST revenue. Hiding behind ""act of god"" center wriggled out of its commitment of payment to state govts. States are forced to borrow via bonds to finance budget expenditure and pay salaries. How can they do new investments / create jobs?",states given share gst revenue hiding behind act god center wriggled commitment payment state govts states forced borrow via bonds finance budget expenditure pay salaries new investments create jobs,Positive,0.34
2021-06-05 18:30:00+00:00,"#Football is won on the pitch, not by budget, not by history. #soccer",pitch budget history,Neutral,0.0
2021-06-05 18:50:00+00:00,"New income tax e-filing portal to be launched from June 7, payment services from June 18 dlvr.it/S17w6D #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",new income tax efiling portal launched june payment services june dlvritswd,Positive,0.128
2021-06-06 00:40:00+00:00,Why our journalist 'celebrities' @virsanghvi @sagarikaghose @sardesairajdeep @ravishndtv and joker activist @pbhushan1 @tehseenp are not ranting & raving over this wasteful public expenditure? They wailed  so much over Central Vista! Because money makes many things!,journalist celebrities joker activist ranting raving wasteful public expenditure wailed much central vista money makes many things,Positive,0.128
2021-06-06 01:31:00+00:00,"What the G7 agreement on global minimum income tax for multinationals means for #SriLanka FDI and the @PortCityColombo? @CeylonChamber, @HarshadeSilvaMP, @samarajiva https://www.gov.uk/government/news/g7-finance-ministers-agree-historic-global-tax-agreement",g agreement global minimum income tax multinationals means fdi,Positive,0.4939
2021-06-06 05:17:00+00:00,comm`on don't think ignoring your taxes makes you richer .!!   #tax #accounting #business #finance #incometax #accountant #smallbusiness #entrepreneur #gst #money #taxrefund #taxreturn #payroll #taxpreparation #audit #taxplanning #taxconsultant #businessowner #taxism,common dont think ignoring taxes makes richer,Positive,0.6866
2021-06-06 06:20:00+00:00,"Dear Taxpayer, The Income Tax Department is happy to inform the launch of its new e-filing portal incometax.gov.in on 7th June, 2021.@IncomeTaxIndia",dear taxpayer income tax department happy inform launch new efiling portal incometaxgovin th june,Positive,0.743
2021-06-06 06:27:00+00:00,SECTION 80U Deduction Of Income Tax.... . #taxpro #accountancy #personaltax #accounting #accountant #taxes #taxreturn #bookkeepingservices #taxaccountant #taxreturn #taxes #audit #account #taxpersonal #incometax #incometaxseason #taxpayers #taxservice #taxdeductions,section u deduction income tax,Neutral,0.0
2021-06-06 06:44:00+00:00,#Induction_For_All must be a clear message to kp gov we're coming on roads.124 billions health budget for financial year 2020-21 should help in boosting jobs opportunities for healthcare workers instead of boosting yours bank accounts.@ydakp_official @Jhagra @IMMahmoodKhan,must clear message kp gov coming roads billions health budget financial year help boosting jobs opportunities healthcare workers instead boosting bank accounts,Positive,0.8934
2021-06-06 07:15:00+00:00,Income Tax Circle 4 Years Ago... 👍  #Ahmedabad #MyAmdavadShot,income tax circle years ago 👍,Neutral,0.0
